,1ADF,2JHF,1MGO,1EE2,1QV6,1A71,1N8K,1N92,1P1R,1YE3,3BTO,1QV7,1KUV,1KUY,1KUX,1L0C,1IB1e,1IB1f,1IB1g,1IB1h,1B6B,1B6Bb,1B73,2DWU,1ZUW,1B74,3IST,2JFU,2GZM,3ISV,3HFR,2JFV,2OHO,1EP0,1PM7,1NXM,2IXK,1WLT,1DZR,1RTV,2B9U,1NZC,1NYW,1CLK,1A0C,1MUW,1BXB,2GLK,1QT1,1XIM,1XLA,1DXI,2GYI,1XYL,1S5N,1XYA,3RUBl,8RUC,2VDI,1UZH,1UWA,1UPMs,1SVDm,1RXOc,1IWAb,1IR1s,1GK8i
1B6B,0.0535714285714,0.125,0.0714285714286,0.0952380952381,0.10119047619,0.0892857142857,0.0595238095238,0.0892857142857,0.0892857142857,0.0595238095238,0.0952380952381,0.0654761904762,0.0602409638554,0.066265060241,0.0903614457831,0.114457831325,0.0714285714286,0.0833333333333,0.0892857142857,0.0833333333333,1.0,0.0641025641026,0.0892857142857,0.0714285714286,0.0654761904762,0.0833333333333,0.113095238095,0.107142857143,0.0714285714286,0.125,0.0952380952381,0.0595238095238,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.0892857142857,0.190476190476,0.113095238095,0.0952380952381,0.0952380952381,0.0833333333333,0.119047619048,0.077380952381,0.0892857142857,0.0833333333333,0.130952380952,0.0833333333333,0.0952380952381,0.0833333333333,0.130952380952,0.0595238095238,0.0595238095238,0.10119047619,0.0833333333333,0.0833333333333,0.0892857142857,0.0833333333333,0.0535714285714,0.0833333333333,0.10119047619,0.113821138211,0.111111111111,0.154471544715,0.0724637681159,0.130081300813,0.150793650794
1B6Bb,0.128205128205,0.0961538461538,0.128205128205,0.0705128205128,0.108974358974,0.0961538461538,0.0641025641026,0.0512820512821,0.108974358974,0.0769230769231,0.0961538461538,0.0769230769231,0.0833333333333,0.0320512820513,0.0512820512821,0.0769230769231,0.0641025641026,0.0512820512821,0.0641025641026,0.108974358974,0.0641025641026,1.0,0.0448717948718,0.173076923077,0.0897435897436,0.0769230769231,0.115384615385,0.0833333333333,0.0961538461538,0.0705128205128,0.166666666667,0.0961538461538,0.134615384615,0.0705128205128,0.108974358974,0.115384615385,0.0705128205128,0.0512820512821,0.0641025641026,0.0961538461538,0.0641025641026,0.128205128205,0.115384615385,0.102564102564,0.141025641026,0.128205128205,0.0576923076923,0.371794871795,0.0512820512821,0.166666666667,0.102564102564,0.0833333333333,0.147435897436,0.115384615385,0.102564102564,0.0512820512821,0.121794871795,0.0641025641026,0.166666666667,0.102564102564,0.115384615385,0.0975609756098,0.0925925925926,0.0813008130081,0.0797101449275,0.0650406504065,0.111111111111
1B73,0.0555555555556,0.0555555555556,0.047619047619,0.0595238095238,0.0515873015873,0.031746031746,0.0357142857143,0.0833333333333,0.0674603174603,0.0674603174603,0.0595238095238,0.0595238095238,0.102409638554,0.0722891566265,0.078313253012,0.114457831325,0.0446927374302,0.100558659218,0.122905027933,0.0670391061453,0.0892857142857,0.0448717948718,1.0,0.142857142857,0.0357142857143,0.031746031746,0.0436507936508,0.0952380952381,0.0515873015873,0.0555555555556,0.0992063492063,0.031746031746,0.0515873015873,0.131147540984,0.070351758794,0.0773195876289,0.054347826087,0.142045454545,0.0491803278689,0.0923913043478,0.0511363636364,0.0510204081633,0.0773195876289,0.0952380952381,0.0674603174603,0.047619047619,0.107142857143,0.0436507936508,0.0992063492063,0.0873015873016,0.047619047619,0.0674603174603,0.0555555555556,0.0753968253968,0.0436507936508,0.0952380952381,0.0674603174603,0.0873015873016,0.0277777777778,0.0396825396825,0.0753968253968,0.121951219512,0.0925925925926,0.0975609756098,0.13768115942,0.170731707317,0.111111111111
2DWU,0.0563909774436,0.0639097744361,0.0526315789474,0.0714285714286,0.0375939849624,0.0676691729323,0.0526315789474,0.0601503759398,0.0676691729323,0.0751879699248,0.0827067669173,0.105263157895,0.0843373493976,0.078313253012,0.0963855421687,0.078313253012,0.128491620112,0.0502793296089,0.0614525139665,0.0837988826816,0.0714285714286,0.173076923077,0.142857142857,1.0,0.0419847328244,0.0711462450593,0.0451127819549,0.0601503759398,0.0714285714286,0.0413533834586,0.0375939849624,0.0563909774436,0.0714285714286,0.0765027322404,0.206030150754,0.128865979381,0.0652173913043,0.0738636363636,0.109289617486,0.0652173913043,0.0795454545455,0.0714285714286,0.103092783505,0.0488721804511,0.112781954887,0.146616541353,0.0902255639098,0.0601503759398,0.12030075188,0.0451127819549,0.0526315789474,0.0639097744361,0.127819548872,0.0751879699248,0.0451127819549,0.0488721804511,0.0601503759398,0.0639097744361,0.0451127819549,0.0601503759398,0.0639097744361,0.0894308943089,0.175925925926,0.252032520325,0.188405797101,0.219512195122,0.134920634921
1ZUW,0.0458015267176,0.0534351145038,0.0496183206107,0.0763358778626,0.0687022900763,0.0648854961832,0.110687022901,0.0458015267176,0.0648854961832,0.0381679389313,0.0725190839695,0.0610687022901,0.0903614457831,0.0602409638554,0.0963855421687,0.078313253012,0.0837988826816,0.106145251397,0.117318435754,0.0614525139665,0.0654761904762,0.0897435897436,0.0714285714286,0.0419847328244,1.0,0.0711462450593,0.0343511450382,0.0381679389313,0.0648854961832,0.0458015267176,0.0534351145038,0.0419847328244,0.0534351145038,0.0546448087432,0.0552763819095,0.0515463917526,0.070652173913,0.136363636364,0.0765027322404,0.0652173913043,0.0511363636364,0.0408163265306,0.0412371134021,0.0801526717557,0.0496183206107,0.087786259542,0.0687022900763,0.0763358778626,0.0496183206107,0.0610687022901,0.0419847328244,0.0419847328244,0.0610687022901,0.0687022900763,0.0725190839695,0.0534351145038,0.0610687022901,0.0496183206107,0.030534351145,0.0572519083969,0.0725190839695,0.0975609756098,0.37962962963,0.146341463415,0.297101449275,0.0975609756098,0.15873015873
1B74,0.0592885375494,0.158102766798,0.0632411067194,0.0790513833992,0.0592885375494,0.0632411067194,0.0592885375494,0.0711462450593,0.0474308300395,0.110671936759,0.0750988142292,0.0553359683794,0.10843373494,0.102409638554,0.10843373494,0.0903614457831,0.0837988826816,0.0391061452514,0.0782122905028,0.0837988826816,0.0833333333333,0.0769230769231,0.031746031746,0.0711462450593,0.0711462450593,1.0,0.0513833992095,0.0711462450593,0.0316205533597,0.0355731225296,0.0632411067194,0.110671936759,0.0553359683794,0.0710382513661,0.0804020100503,0.0670103092784,0.0597826086957,0.119318181818,0.0928961748634,0.114130434783,0.0852272727273,0.19387755102,0.0463917525773,0.0790513833992,0.0434782608696,0.0513833992095,0.0355731225296,0.0830039525692,0.0553359683794,0.0592885375494,0.0513833992095,0.098814229249,0.0830039525692,0.0750988142292,0.102766798419,0.0553359683794,0.0671936758893,0.098814229249,0.0513833992095,0.130434782609,0.0513833992095,0.121951219512,0.138888888889,0.146341463415,0.0652173913043,0.138211382114,0.103174603175
3IST,0.0559701492537,0.0783582089552,0.0335820895522,0.0597014925373,0.0746268656716,0.0820895522388,0.0485074626866,0.0559701492537,0.044776119403,0.0634328358209,0.0597014925373,0.0746268656716,0.132530120482,0.078313253012,0.0602409638554,0.0843373493976,0.0837988826816,0.100558659218,0.156424581006,0.156424581006,0.113095238095,0.115384615385,0.0436507936508,0.0451127819549,0.0343511450382,0.0513833992095,1.0,0.119402985075,0.0524344569288,0.0262172284644,0.0488721804511,0.0522388059701,0.119402985075,0.174863387978,0.0904522613065,0.0670103092784,0.0869565217391,0.0852272727273,0.169398907104,0.103260869565,0.113636363636,0.0816326530612,0.118556701031,0.0410447761194,0.115671641791,0.0373134328358,0.0708955223881,0.0970149253731,0.0485074626866,0.130597014925,0.0932835820896,0.0597014925373,0.0410447761194,0.0522388059701,0.0522388059701,0.0671641791045,0.126865671642,0.0335820895522,0.115671641791,0.0858208955224,0.0410447761194,0.138211382114,0.101851851852,0.0813008130081,0.108695652174,0.186991869919,0.142857142857
2JFU,0.0627306273063,0.0442804428044,0.0369003690037,0.0848708487085,0.0590405904059,0.0627306273063,0.0479704797048,0.0922509225092,0.0479704797048,0.0627306273063,0.0664206642066,0.0369003690037,0.0602409638554,0.0963855421687,0.078313253012,0.078313253012,0.072625698324,0.0446927374302,0.0670391061453,0.0502793296089,0.107142857143,0.0641025641026,0.0952380952381,0.0601503759398,0.0381679389313,0.0711462450593,0.119402985075,1.0,0.0898876404494,0.168539325843,0.142857142857,0.0479704797048,0.0597014925373,0.0710382513661,0.145728643216,0.149484536082,0.0923913043478,0.125,0.0765027322404,0.0489130434783,0.0965909090909,0.204081632653,0.0773195876289,0.0590405904059,0.0553505535055,0.0479704797048,0.0848708487085,0.0848708487085,0.0922509225092,0.070110701107,0.0516605166052,0.0627306273063,0.0405904059041,0.0664206642066,0.0590405904059,0.0479704797048,0.0553505535055,0.0553505535055,0.0553505535055,0.0811808118081,0.070110701107,0.146341463415,0.157407407407,0.170731707317,0.0942028985507,0.121951219512,0.134920634921
2GZM,0.0337078651685,0.0411985018727,0.063670411985,0.0674157303371,0.0449438202247,0.0449438202247,0.063670411985,0.0524344569288,0.0786516853933,0.0411985018727,0.0486891385768,0.0524344569288,0.0481927710843,0.0722891566265,0.0542168674699,0.078313253012,0.0782122905028,0.0893854748603,0.122905027933,0.0614525139665,0.0714285714286,0.0961538461538,0.0515873015873,0.0714285714286,0.0648854961832,0.0316205533597,0.0524344569288,0.0898876404494,1.0,0.0486891385768,0.0563909774436,0.0449438202247,0.0449438202247,0.131147540984,0.0653266331658,0.0463917525773,0.163043478261,0.159090909091,0.136612021858,0.108695652174,0.0511363636364,0.137755102041,0.0567010309278,0.0337078651685,0.0786516853933,0.059925093633,0.0561797752809,0.0711610486891,0.0561797752809,0.0823970037453,0.14606741573,0.0524344569288,0.0898876404494,0.0524344569288,0.0299625468165,0.0561797752809,0.0711610486891,0.063670411985,0.063670411985,0.0524344569288,0.0823970037453,0.0894308943089,0.259259259259,0.154471544715,0.0652173913043,0.0894308943089,0.103174603175
3ISV,0.0524344569288,0.0561797752809,0.0449438202247,0.0449438202247,0.0861423220974,0.0749063670412,0.0786516853933,0.059925093633,0.0823970037453,0.063670411985,0.0561797752809,0.0486891385768,0.0903614457831,0.120481927711,0.066265060241,0.102409638554,0.0837988826816,0.0502793296089,0.0893854748603,0.0614525139665,0.125,0.0705128205128,0.0555555555556,0.0413533834586,0.0458015267176,0.0355731225296,0.0262172284644,0.168539325843,0.0486891385768,1.0,0.18045112782,0.0524344569288,0.0411985018727,0.0601092896175,0.0904522613065,0.0824742268041,0.0978260869565,0.142045454545,0.0710382513661,0.0597826086957,0.102272727273,0.0612244897959,0.0773195876289,0.0936329588015,0.0823970037453,0.0973782771536,0.0374531835206,0.0486891385768,0.063670411985,0.063670411985,0.0861423220974,0.0337078651685,0.0486891385768,0.059925093633,0.0486891385768,0.0786516853933,0.0561797752809,0.063670411985,0.0674157303371,0.059925093633,0.063670411985,0.121951219512,0.0833333333333,0.162601626016,0.0652173913043,0.0731707317073,0.150793650794
3HFR,0.0639097744361,0.0639097744361,0.0751879699248,0.0977443609023,0.0563909774436,0.0488721804511,0.0902255639098,0.0751879699248,0.101503759398,0.0639097744361,0.0827067669173,0.0563909774436,0.168674698795,0.0843373493976,0.126506024096,0.0722891566265,0.0558659217877,0.072625698324,0.072625698324,0.0782122905028,0.0952380952381,0.166666666667,0.0992063492063,0.0375939849624,0.0534351145038,0.0632411067194,0.0488721804511,0.142857142857,0.0563909774436,0.18045112782,1.0,0.0601503759398,0.0338345864662,0.0491803278689,0.125628140704,0.0670103092784,0.0923913043478,0.125,0.0710382513661,0.0760869565217,0.198863636364,0.107142857143,0.0773195876289,0.127819548872,0.0864661654135,0.0451127819549,0.0639097744361,0.0526315789474,0.0338345864662,0.0413533834586,0.0789473684211,0.0676691729323,0.0827067669173,0.154135338346,0.0488721804511,0.0639097744361,0.12030075188,0.0676691729323,0.0375939849624,0.0601503759398,0.0526315789474,0.105691056911,0.398148148148,0.130081300813,0.210144927536,0.130081300813,0.0873015873016
2JFV,0.0664206642066,0.0332103321033,0.0332103321033,0.0553505535055,0.0516605166052,0.0479704797048,0.0405904059041,0.0516605166052,0.0590405904059,0.0664206642066,0.0516605166052,0.029520295203,0.0722891566265,0.126506024096,0.0602409638554,0.0542168674699,0.0558659217877,0.0614525139665,0.0670391061453,0.106145251397,0.0595238095238,0.0961538461538,0.031746031746,0.0563909774436,0.0419847328244,0.110671936759,0.0522388059701,0.0479704797048,0.0449438202247,0.0524344569288,0.0601503759398,1.0,0.0634328358209,0.0983606557377,0.0653266331658,0.134020618557,0.0869565217391,0.0965909090909,0.131147540984,0.0652173913043,0.0965909090909,0.0663265306122,0.10824742268,0.0848708487085,0.0553505535055,0.0959409594096,0.147601476015,0.0332103321033,0.0405904059041,0.0516605166052,0.0405904059041,0.0664206642066,0.121771217712,0.0405904059041,0.0332103321033,0.0516605166052,0.0627306273063,0.0442804428044,0.070110701107,0.0442804428044,0.158671586716,0.121951219512,0.12962962963,0.186991869919,0.144927536232,0.0813008130081,0.126984126984
2OHO,0.044776119403,0.0410447761194,0.0746268656716,0.0559701492537,0.0820895522388,0.0485074626866,0.0708955223881,0.0708955223881,0.0335820895522,0.044776119403,0.0932835820896,0.0932835820896,0.066265060241,0.078313253012,0.0903614457831,0.186746987952,0.150837988827,0.0893854748603,0.0502793296089,0.0670391061453,0.0714285714286,0.134615384615,0.0515873015873,0.0714285714286,0.0534351145038,0.0553359683794,0.119402985075,0.0597014925373,0.0449438202247,0.0411985018727,0.0338345864662,0.0634328358209,1.0,0.142076502732,0.0804020100503,0.0618556701031,0.0923913043478,0.0454545454545,0.125683060109,0.119565217391,0.119318181818,0.0612244897959,0.0721649484536,0.0708955223881,0.0858208955224,0.0783582089552,0.0373134328358,0.119402985075,0.0783582089552,0.0858208955224,0.0410447761194,0.0746268656716,0.0410447761194,0.0559701492537,0.0783582089552,0.0708955223881,0.044776119403,0.044776119403,0.089552238806,0.0373134328358,0.0597014925373,0.105691056911,0.148148148148,0.178861788618,0.101449275362,0.227642276423,0.142857142857
1EP0,0.0601092896175,0.131147540984,0.0874316939891,0.142076502732,0.0601092896175,0.0819672131148,0.0655737704918,0.120218579235,0.20218579235,0.0546448087432,0.207650273224,0.109289617486,0.078313253012,0.0542168674699,0.0722891566265,0.120481927711,0.0670391061453,0.0502793296089,0.162011173184,0.134078212291,0.0714285714286,0.0705128205128,0.131147540984,0.0765027322404,0.0546448087432,0.0710382513661,0.174863387978,0.0710382513661,0.131147540984,0.0601092896175,0.0491803278689,0.0983606557377,0.142076502732,1.0,0.0655737704918,0.0765027322404,0.103825136612,0.0738636363636,0.120218579235,0.158469945355,0.142045454545,0.0546448087432,0.0983606557377,0.0655737704918,0.0601092896175,0.0983606557377,0.0819672131148,0.136612021858,0.0983606557377,0.0819672131148,0.0983606557377,0.136612021858,0.0819672131148,0.120218579235,0.0928961748634,0.0710382513661,0.0601092896175,0.0710382513661,0.0601092896175,0.0874316939891,0.0710382513661,0.186991869919,0.259259259259,0.268292682927,0.0797101449275,0.186991869919,0.0793650793651
1PM7,0.110552763819,0.070351758794,0.0804020100503,0.0904522613065,0.0753768844221,0.0603015075377,0.0904522613065,0.0452261306533,0.0653266331658,0.100502512563,0.115577889447,0.070351758794,0.0602409638554,0.0963855421687,0.138554216867,0.156626506024,0.117318435754,0.0670391061453,0.0837988826816,0.156424581006,0.0714285714286,0.108974358974,0.070351758794,0.206030150754,0.0552763819095,0.0804020100503,0.0904522613065,0.145728643216,0.0653266331658,0.0904522613065,0.125628140704,0.0653266331658,0.0804020100503,0.0655737704918,1.0,0.0721649484536,0.103260869565,0.170454545455,0.142076502732,0.0489130434783,0.0965909090909,0.0510204081633,0.0412371134021,0.0753768844221,0.115577889447,0.070351758794,0.0502512562814,0.155778894472,0.070351758794,0.115577889447,0.0804020100503,0.0653266331658,0.0653266331658,0.110552763819,0.100502512563,0.0753768844221,0.100502512563,0.070351758794,0.0904522613065,0.0954773869347,0.0552763819095,0.146341463415,0.0833333333333,0.0731707317073,0.101449275362,0.105691056911,0.0793650793651
1NXM,0.10824742268,0.0824742268041,0.0773195876289,0.0721649484536,0.159793814433,0.211340206186,0.134020618557,0.134020618557,0.0927835051546,0.0824742268041,0.139175257732,0.0618556701031,0.0722891566265,0.21686746988,0.0722891566265,0.126506024096,0.0558659217877,0.0837988826816,0.106145251397,0.100558659218,0.0714285714286,0.115384615385,0.0773195876289,0.128865979381,0.0515463917526,0.0670103092784,0.0670103092784,0.149484536082,0.0463917525773,0.0824742268041,0.0670103092784,0.134020618557,0.0773195876289,0.0765027322404,0.0721649484536,1.0,0.0815217391304,0.0454545454545,0.0601092896175,0.0597826086957,0.0625,0.103092783505,0.324742268041,0.0979381443299,0.0876288659794,0.0670103092784,0.118556701031,0.0773195876289,0.0979381443299,0.0515463917526,0.0515463917526,0.144329896907,0.0927835051546,0.0721649484536,0.0618556701031,0.0463917525773,0.0567010309278,0.0670103092784,0.0412371134021,0.0927835051546,0.0927835051546,0.19512195122,0.175925925926,0.121951219512,0.0869565217391,0.170731707317,0.142857142857
2IXK,0.054347826087,0.0489130434783,0.141304347826,0.0869565217391,0.0489130434783,0.114130434783,0.108695652174,0.108695652174,0.135869565217,0.119565217391,0.114130434783,0.0869565217391,0.0722891566265,0.0963855421687,0.198795180723,0.0421686746988,0.072625698324,0.072625698324,0.0949720670391,0.0949720670391,0.0892857142857,0.0705128205128,0.054347826087,0.0652173913043,0.070652173913,0.0597826086957,0.0869565217391,0.0923913043478,0.163043478261,0.0978260869565,0.0923913043478,0.054347826087,0.125,0.103825136612,0.103260869565,0.0815217391304,1.0,0.0681818181818,0.103825136612,0.0652173913043,0.0852272727273,0.0434782608696,0.0652173913043,0.0597826086957,0.0652173913043,0.141304347826,0.0815217391304,0.0815217391304,0.103260869565,0.0434782608696,0.054347826087,0.0597826086957,0.054347826087,0.054347826087,0.119565217391,0.0760869565217,0.0597826086957,0.0489130434783,0.0652173913043,0.0869565217391,0.070652173913,0.0894308943089,0.148148148148,0.19512195122,0.115942028986,0.121951219512,0.103174603175
1WLT,0.0625,0.0625,0.0681818181818,0.0738636363636,0.0738636363636,0.130681818182,0.0909090909091,0.0909090909091,0.153409090909,0.0909090909091,0.113636363636,0.136363636364,0.0903614457831,0.066265060241,0.132530120482,0.132530120482,0.0909090909091,0.0909090909091,0.142045454545,0.0909090909091,0.190476190476,0.0705128205128,0.0568181818182,0.0738636363636,0.136363636364,0.119318181818,0.0852272727273,0.125,0.159090909091,0.142045454545,0.125,0.0965909090909,0.0454545454545,0.0738636363636,0.170454545455,0.0454545454545,0.0681818181818,1.0,0.102272727273,0.0625,0.0965909090909,0.0852272727273,0.0454545454545,0.164772727273,0.130681818182,0.147727272727,0.0511363636364,0.25,0.210227272727,0.142045454545,0.119318181818,0.0965909090909,0.153409090909,0.102272727273,0.0909090909091,0.113636363636,0.0511363636364,0.0681818181818,0.119318181818,0.0852272727273,0.125,0.154471544715,0.12037037037,0.0731707317073,0.144927536232,0.19512195122,0.0634920634921
1DZR,0.0874316939891,0.0655737704918,0.0983606557377,0.109289617486,0.0710382513661,0.125683060109,0.109289617486,0.0819672131148,0.0874316939891,0.142076502732,0.142076502732,0.114754098361,0.066265060241,0.168674698795,0.114457831325,0.138554216867,0.072625698324,0.156424581006,0.072625698324,0.072625698324,0.113095238095,0.0641025641026,0.0491803278689,0.109289617486,0.0765027322404,0.0928961748634,0.169398907104,0.125683060109,0.136612021858,0.0710382513661,0.0710382513661,0.131147540984,0.125683060109,0.120218579235,0.142076502732,0.0601092896175,0.103825136612,0.102272727273,1.0,0.0928961748634,0.0795454545455,0.0546448087432,0.0983606557377,0.147540983607,0.0983606557377,0.169398907104,0.0710382513661,0.0819672131148,0.0655737704918,0.0819672131148,0.131147540984,0.0710382513661,0.103825136612,0.0710382513661,0.0874316939891,0.0983606557377,0.0601092896175,0.109289617486,0.103825136612,0.0655737704918,0.0928961748634,0.170731707317,0.12037037037,0.154471544715,0.0724637681159,0.170731707317,0.126984126984
1RTV,0.0489130434783,0.0815217391304,0.0597826086957,0.0760869565217,0.0652173913043,0.163043478261,0.130434782609,0.054347826087,0.125,0.070652173913,0.108695652174,0.0923913043478,0.078313253012,0.120481927711,0.16265060241,0.0542168674699,0.0837988826816,0.111731843575,0.0446927374302,0.0614525139665,0.0952380952381,0.0961538461538,0.0923913043478,0.0652173913043,0.0652173913043,0.114130434783,0.103260869565,0.0815217391304,0.108695652174,0.0597826086957,0.0760869565217,0.0652173913043,0.119565217391,0.158469945355,0.0489130434783,0.0597826086957,0.0652173913043,0.0625,0.0928961748634,1.0,0.107954545455,0.0652173913043,0.0597826086957,0.125,0.119565217391,0.114130434783,0.146739130435,0.0978260869565,0.119565217391,0.0760869565217,0.130434782609,0.0760869565217,0.0978260869565,0.173913043478,0.0869565217391,0.114130434783,0.125,0.0597826086957,0.201086956522,0.0760869565217,0.157608695652,0.130081300813,0.166666666667,0.138211382114,0.123188405797,0.0650406504065,0.150793650794
2B9U,0.0795454545455,0.119318181818,0.136363636364,0.164772727273,0.0852272727273,0.136363636364,0.0795454545455,0.0454545454545,0.0625,0.0852272727273,0.0397727272727,0.0568181818182,0.066265060241,0.0421686746988,0.0602409638554,0.0542168674699,0.0511363636364,0.0625,0.113636363636,0.0454545454545,0.0952380952381,0.0641025641026,0.0511363636364,0.0795454545455,0.0511363636364,0.0852272727273,0.113636363636,0.0965909090909,0.0511363636364,0.102272727273,0.198863636364,0.0965909090909,0.119318181818,0.142045454545,0.0965909090909,0.0625,0.0852272727273,0.0965909090909,0.0795454545455,0.107954545455,1.0,0.0795454545455,0.0625,0.0795454545455,0.0738636363636,0.0795454545455,0.0625,0.0625,0.0909090909091,0.0625,0.102272727273,0.0454545454545,0.102272727273,0.0454545454545,0.0568181818182,0.0625,0.0738636363636,0.0511363636364,0.0795454545455,0.153409090909,0.0511363636364,0.0975609756098,0.0925925925926,0.105691056911,0.0797101449275,0.105691056911,0.119047619048
1NZC,0.0969387755102,0.0459183673469,0.0765306122449,0.0816326530612,0.0510204081633,0.132653061224,0.0816326530612,0.102040816327,0.0459183673469,0.0867346938776,0.0816326530612,0.0357142857143,0.0542168674699,0.126506024096,0.120481927711,0.0843373493976,0.0558659217877,0.0614525139665,0.139664804469,0.072625698324,0.0833333333333,0.128205128205,0.0510204081633,0.0714285714286,0.0408163265306,0.19387755102,0.0816326530612,0.204081632653,0.137755102041,0.0612244897959,0.107142857143,0.0663265306122,0.0612244897959,0.0546448087432,0.0510204081633,0.103092783505,0.0434782608696,0.0852272727273,0.0546448087432,0.0652173913043,0.0795454545455,1.0,0.0618556701031,0.107142857143,0.0663265306122,0.127551020408,0.0663265306122,0.244897959184,0.0918367346939,0.0612244897959,0.0510204081633,0.0510204081633,0.122448979592,0.0714285714286,0.0510204081633,0.0663265306122,0.0510204081633,0.0714285714286,0.0459183673469,0.0663265306122,0.102040816327,0.170731707317,0.185185185185,0.162601626016,0.0942028985507,0.20325203252,0.0793650793651
1NYW,0.0721649484536,0.103092783505,0.0876288659794,0.0721649484536,0.0773195876289,0.0670103092784,0.118556701031,0.0876288659794,0.128865979381,0.0927835051546,0.0876288659794,0.0721649484536,0.0542168674699,0.0602409638554,0.0542168674699,0.144578313253,0.0558659217877,0.0782122905028,0.0670391061453,0.0782122905028,0.119047619048,0.115384615385,0.0773195876289,0.103092783505,0.0412371134021,0.0463917525773,0.118556701031,0.0773195876289,0.0567010309278,0.0773195876289,0.0773195876289,0.10824742268,0.0721649484536,0.0983606557377,0.0412371134021,0.324742268041,0.0652173913043,0.0454545454545,0.0983606557377,0.0597826086957,0.0625,0.0618556701031,1.0,0.128865979381,0.0979381443299,0.170103092784,0.0927835051546,0.0618556701031,0.211340206186,0.0515463917526,0.0979381443299,0.128865979381,0.0979381443299,0.113402061856,0.128865979381,0.0773195876289,0.0463917525773,0.0773195876289,0.0618556701031,0.0463917525773,0.0567010309278,0.154471544715,0.166666666667,0.0650406504065,0.0434782608696,0.138211382114,0.0714285714286
1CLK,0.0695187165775,0.048128342246,0.0427807486631,0.11528150134,0.0267379679144,0.0401069518717,0.048128342246,0.0427807486631,0.0508021390374,0.0427807486631,0.0320855614973,0.0508021390374,0.156626506024,0.150602409639,0.180722891566,0.132530120482,0.0670391061453,0.0391061452514,0.0837988826816,0.0893854748603,0.0595238095238,0.102564102564,0.0952380952381,0.0488721804511,0.0801526717557,0.0790513833992,0.0410447761194,0.0590405904059,0.0337078651685,0.0936329588015,0.127819548872,0.0848708487085,0.0373134328358,0.0655737704918,0.0753768844221,0.0979381443299,0.0597826086957,0.164772727273,0.147540983607,0.125,0.0795454545455,0.107142857143,0.128865979381,1.0,0.0490956072351,0.0621761658031,0.0413436692506,0.162790697674,0.121447028424,0.0490956072351,0.0361757105943,0.0826873385013,0.0571428571429,0.0259067357513,0.139896373057,0.0466321243523,0.0284237726098,0.0284237726098,0.0542635658915,0.0697674418605,0.046511627907,0.138211382114,0.175925925926,0.146341463415,0.13768115942,0.138211382114,0.0873015873016
1A0C,0.0427807486631,0.0427807486631,0.0401069518717,0.0428954423592,0.024064171123,0.0374331550802,0.0534759358289,0.0454545454545,0.0534759358289,0.0427807486631,0.0294117647059,0.0374331550802,0.0903614457831,0.174698795181,0.0903614457831,0.0903614457831,0.0670391061453,0.162011173184,0.0782122905028,0.100558659218,0.0892857142857,0.141025641026,0.0674603174603,0.112781954887,0.0496183206107,0.0434782608696,0.115671641791,0.0553505535055,0.0561797752809,0.0823970037453,0.0864661654135,0.0553505535055,0.0858208955224,0.0601092896175,0.115577889447,0.0876288659794,0.0652173913043,0.130681818182,0.0983606557377,0.119565217391,0.0738636363636,0.0663265306122,0.0979381443299,0.0490956072351,1.0,0.0544041450777,0.0284237726098,0.0644329896907,0.0361757105943,0.0433673469388,0.0330788804071,0.0489690721649,0.0415584415584,0.059585492228,0.0310880829016,0.0310880829016,0.0434782608696,0.0343249427918,0.0389016018307,0.0572082379863,0.0274599542334,0.154471544715,0.222222222222,0.105691056911,0.123188405797,0.162601626016,0.142857142857
1MUW,0.0374331550802,0.0427807486631,0.0427807486631,0.0536193029491,0.048128342246,0.0534759358289,0.0641711229947,0.0320855614973,0.0641711229947,0.0347593582888,0.048128342246,0.0374331550802,0.10843373494,0.078313253012,0.174698795181,0.0963855421687,0.0893854748603,0.0558659217877,0.195530726257,0.0837988826816,0.0833333333333,0.128205128205,0.047619047619,0.146616541353,0.087786259542,0.0513833992095,0.0485074626866,0.0479704797048,0.059925093633,0.0973782771536,0.0451127819549,0.0405904059041,0.0783582089552,0.0983606557377,0.070351758794,0.0670103092784,0.141304347826,0.147727272727,0.169398907104,0.114130434783,0.0625,0.127551020408,0.170103092784,0.0621761658031,0.0544041450777,1.0,0.080310880829,0.0518134715026,0.080310880829,0.0414507772021,0.0699481865285,0.059585492228,0.0285714285714,0.0569948186528,0.0336787564767,0.0544041450777,0.0284974093264,0.0466321243523,0.0466321243523,0.0336787564767,0.0751295336788,0.178861788618,0.222222222222,0.268292682927,0.0942028985507,0.252032520325,0.15873015873
